G22	G35	99.999900
G21	G35	99.902869
G23	G27	99.703338
G35	G33	99.474883
G22	G21	99.431866
G17	G15	99.379148
G35	G22	99.337538
G22	G33	99.220664
G21	G33	99.164077
G38	G42	99.131874
G33	G35	99.120649
G2	G3	99.115889
G10	G24	99.109299
G33	G29	99.098016
G36	G8	98.077465
G16	G13	98.076286
G18	G28	98.071834
G4	G15	98.063870
G5	G42	98.057988
G5	G10	98.049743
G13	G12	98.049358
G21	G22	98.049208
G9	G11	97.044575
G23	G21	97.043911
G32	G36	97.042638
G29	G34	97.041968
G8	G36	97.039736
G4	G5	97.038307
G39	G47	97.038083
G4	G12	96.037650
G1	G19	96.035577
G17	G18	96.034971
G9	G34	96.034048
G9	G12	95.033798
G50	G45	95.032999
G25	G31	95.032532
G35	G21	95.031545
G30	G27	95.031535
G28	G18	94.029037
G6	G14	94.028069
G38	G41	94.027938
G45	G23	94.026865
G8	G27	94.026723
G10	G47	93.026645
G44	G20	93.025279
G3	G43	93.023925
G14	G10	92.023586
G32	G20	92.023186
G11	G9	91.021958
G15	G14	91.021084
G14	G6	91.020352
G31	G29	91.019930
G13	G2	91.019926
G26	G38	90.019709
G25	G40	90.019598
G17	G38	90.019567
G33	G22	90.019554
G13	G7	90.019473
G3	G48	90.019357
G19	G39	90.019339
G38	G43	90.019237
G34	G29	90.019181
G11	G4	90.019173
G35	G29	90.019157
G39	G42	89.018620
G25	G29	89.018491
G26	G50	89.018419
G34	G25	89.018341
G10	G15	88.018268
G3	G1	88.018136
G30	G21	88.017914
G3	G50	88.017822
G10	G14	88.017686
G2	G8	87.017610
G48	G30	87.017514
G24	G28	87.017468
G24	G40	87.017422
G10	G8	87.017271
G16	G28	87.017266
G39	G49	87.017197
G23	G26	87.017064
G48	G4	87.017060
G39	G20	87.017026
G3	G23	87.016998
G5	G23	86.016796
G34	G4	86.016736
G1	G25	86.016708
G16	G35	86.016442
G41	G42	86.016161
G4	G9	85.015914
G44	G33	85.015886
G14	G23	85.015861
G15	G17	85.015827
G27	G23	85.015815
G47	G10	85.015763
G44	G37	84.015519
G38	G25	84.015452
G14	G5	84.015403
G17	G49	84.015337
G39	G19	84.015209
G17	G32	84.015157
G15	G5	84.014960
G32	G17	83.014806
G38	G49	83.014758
G27	G36	83.014753
G3	G2	83.014702
G2	G49	82.014164
G8	G19	81.014068
G45	G11	81.014033
G6	G19	81.013957
G30	G39	81.013871
G31	G38	81.013862
G15	G18	80.013581
G47	G39	80.013532
G4	G10	79.013436
G14	G4	79.013417
G19	G50	79.013390
G46	G47	79.013379
G8	G12	79.013340
G26	G27	78.013212
G43	G38	78.013192
G49	G31	78.013147
G14	G11	78.013131
G13	G6	78.013116
G31	G50	78.013075
G50	G31	78.013056
G14	G15	77.012966
G38	G29	76.012581
G6	G2	76.012574
G44	G6	75.012492
G49	G8	75.012399
G29	G38	75.012367
G24	G3	74.012255
G11	G50	74.012236
G39	G4	74.012230
G10	G11	74.012188
G11	G39	74.012164
G6	G12	74.012116
G39	G46	73.012077
G38	G31	73.012045
G45	G1	73.012032
G19	G1	73.012029
G7	G19	73.011948
G10	G9	72.011917
G14	G3	72.011901
G33	G36	72.011857
G17	G23	72.011806
G7	G50	72.011790
G28	G32	72.011778
G6	G15	71.011715
G41	G23	71.011686
G29	G26	71.011669
G19	G24	70.011661
G37	G48	70.011651
G42	G24	70.011631
G12	G44	69.011505
G4	G1	69.011496
G18	G17	69.011484
G34	G50	68.011411
G36	G23	68.011328
G8	G7	68.011314
G25	G34	67.011307
G26	G37	67.011293
G8	G5	67.011228
G31	G28	66.011206
G48	G9	66.011098
G4	G14	65.011079
G32	G5	65.011070
G24	G50	65.011020
G30	G50	64.010993
G43	G1	64.010973
G32	G38	64.010923
G42	G39	63.010901
G19	G32	63.010893
G19	G37	62.010851
G49	G30	62.010838
G46	G40	62.010818
G8	G10	61.010800
G8	G11	61.010796
G47	G46	61.010771
G43	G37	61.010770
G30	G36	61.010767
G3	G7	60.010719
G23	G39	60.010697
G44	G22	60.010674
G36	G27	60.010669
G17	G29	59.010659
G5	G4	59.010646
G24	G6	59.010632
G1	G45	58.010601
G33	G28	58.010591
G38	G47	58.010586
G9	G20	58.010535
G40	G50	58.010523
G5	G32	57.010520
G19	G9	57.010515
G38	G34	57.010508
G48	G37	57.010508
G12	G43	57.010500
G8	G13	57.010499
G25	G48	57.010469
G5	G13	57.010464
G30	G26	56.010463
G33	G34	56.010456
G26	G34	56.010421
G33	G24	56.010408
G20	G39	55.010376
G37	G43	55.010357
G7	G9	55.010356
G23	G33	54.010340
G9	G40	54.010332
G33	G50	53.010297
G29	G1	53.010293
G16	G44	53.010247
G8	G4	52.010237
G15	G6	52.010219
G46	G43	52.010214
G21	G30	51.010205
G20	G1	51.010184
G41	G39	50.010156
G48	G14	50.010152
G26	G21	50.010131
G29	G22	50.010131
G47	G9	50.010127
G36	G19	50.010123
G49	G44	49.010094
G41	G40	49.010078
G1	G2	47.010000
G8	G2	47.010000
G14	G2	47.010000
G25	G2	47.010000
G40	G1	47.010000
G40	G2	47.010000
G49	G1	47.010000
G50	G1	47.010000
G37	G49	46.044375
G20	G3	46.010000
G6	G4	45.010000
G19	G4	45.010000
G30	G4	45.010000
G32	G4	45.010000
G37	G4	45.010000
G47	G4	45.010000
G30	G48	44.034599
G2	G6	44.010000
G3	G5	44.010000
G7	G5	44.010000
G10	G5	44.010000
G12	G5	44.010000
G13	G5	44.010000
G4	G6	43.010000
G7	G6	43.010000
G12	G6	43.010000
G20	G6	43.010000
G25	G6	43.010000
G41	G47	42.027166
G4	G7	42.010000
G12	G7	42.010000
G18	G7	42.010000
G38	G39	41.024372
G4	G8	41.010000
G5	G8	41.010000
G12	G8	41.010000
G13	G8	41.010000
G14	G8	41.010000
G22	G8	41.010000
G50	G7	41.010000
G15	G9	40.010000
G25	G9	40.010000
G44	G8	40.010000
G2	G10	39.010000
G9	G10	39.010000
G13	G10	39.010000
G15	G10	39.010000
G29	G10	39.010000
G46	G9	39.010000
G4	G11	38.010000
G7	G11	38.010000
G15	G11	38.010000
G40	G17	37.024786
G7	G12	37.010000
G14	G12	37.010000
G15	G12	37.010000
G29	G30	36.036477
G36	G35	36.026149
G4	G13	36.010000
G9	G13	36.010000
G12	G13	36.010000
G44	G12	36.010000
G30	G24	35.045538
G40	G29	35.021566
G8	G14	35.010000
G12	G14	35.010000
G17	G14	35.010000
G47	G13	35.010000
G2	G20	34.047096
G23	G4	34.029341
G20	G31	34.025114
G15	G40	34.018702
G13	G16	33.185305
G12	G15	33.010000
G19	G16	33.010000
G24	G16	33.010000
G28	G15	33.010000
G1	G14	32.150357
G40	G44	32.055894
G37	G26	32.036570
G11	G17	32.010000
G35	G16	32.010000
G40	G16	32.010000
G47	G16	32.010000
G17	G19	31.036129
G14	G18	31.010000
G24	G17	31.010000
G28	G17	31.010000
G38	G17	31.010000
G31	G20	30.027637
G32	G18	30.010000
G49	G18	30.010000
G11	G8	29.040835
G49	G14	29.029478
G34	G23	29.015686
G6	G20	29.010000
G18	G20	29.010000
G31	G19	29.010000
G42	G19	29.010000
G26	G20	28.010000
G27	G21	28.010000
G29	G20	28.010000
G43	G20	28.010000
G11	G43	27.031073
G18	G35	27.015922
G8	G22	27.010000
G23	G22	27.010000
G48	G21	27.010000
G4	G3	26.081601
G4	G48	26.043926
G23	G8	26.034636
G38	G15	26.021130
G30	G3	26.018672
G43	G40	26.013273
G9	G24	26.010000
G48	G23	26.010000
G12	G11	25.027430
G38	G32	25.019092
G6	G25	25.010000
G17	G24	25.010000
G37	G24	25.010000
G43	G24	25.010000
G9	G6	24.033697
G34	G33	24.014486
G21	G36	24.014135
G16	G45	24.012960
G29	G25	24.010000
G31	G25	24.010000
G45	G25	24.010000
G29	G35	23.053643
G14	G26	23.010000
G17	G26	23.010000
G24	G26	23.010000
G44	G26	23.010000
G4	G2	22.019269
G3	G16	22.017721
G37	G27	22.016766
G3	G28	22.010000
G20	G28	22.010000
G25	G28	22.010000
G36	G28	22.010000
G39	G28	22.010000
G48	G27	22.010000
G42	G5	21.052233
G33	G19	21.036186
G33	G46	21.033895
G20	G32	21.022725
G32	G49	21.011908
G23	G29	21.010000
G48	G28	21.010000
G9	G43	20.043923
G27	G35	20.012911
G21	G40	20.012459
G23	G30	20.010000
G26	G30	20.010000
G27	G30	20.010000
G33	G30	20.010000
G35	G30	20.010000
G2	G12	19.091539
G13	G15	19.020012
G10	G13	19.016896
G14	G31	19.010000
G24	G31	19.010000
G29	G31	19.010000
G34	G31	19.010000
G44	G30	19.010000
G19	G6	18.036155
G49	G32	18.014729
G3	G27	18.013432
G43	G41	18.011583
G36	G48	18.011568
G35	G48	18.011564
G15	G32	18.010000
G39	G32	18.010000
G37	G50	17.025679
G5	G19	17.017255
G24	G49	17.014351
G26	G22	17.013517
G37	G33	17.011665
