G5	G7	0.322332219156903
G10	G7	0.271977125708961
G2	G8	0.230216803559079
G7	G3	0.181854954577533
G9	G6	0.174312333239278
G2	G5	0.168184162679798
G10	G2	0.167205879580301
G4	G9	0.159276250697909
G6	G8	0.154602432693632
G3	G10	0.154092537561270
G5	G10	0.151136751587729
G2	G3	0.147914013088490
G9	G2	0.140465740065019
G3	G9	0.136948781058304
G8	G10	0.134882298679346
G6	G4	0.132819365826160
G2	G10	0.125903645170874
G10	G1	0.124905323485316
G1	G9	0.124360204266843
G6	G1	0.123250123806377
G1	G6	0.122694446560476
G5	G1	0.121324756292938
G7	G4	0.120231836212428
G3	G4	0.119748844601738
G10	G6	0.118172440742653
G7	G5	0.117315880769368
G3	G7	0.116904726691845
G8	G5	0.115549852329478
G5	G2	0.114831684893679
G2	G9	0.114389544197339
G3	G2	0.113687999020458
G10	G9	0.113686539858090
G4	G5	0.113061467460637
G5	G4	0.112571118043342
G4	G1	0.112491713961891
G7	G1	0.112214807504458
G8	G3	0.111310868878110
G2	G4	0.111292419825744
G5	G6	0.111197226444670
G1	G3	0.109989003394683
G8	G6	0.109629481199521
G8	G1	0.108855639115749
G10	G3	0.108191607222186
G9	G5	0.108151482101816
G7	G2	0.106894205844130
G1	G4	0.106709770215379
G9	G3	0.106606109529396
G9	G1	0.106452927649521
G8	G4	0.105908097845226
G1	G8	0.104570809776900
G6	G5	0.101191231803320
G2	G6	0.100258144329841
G3	G1	0.100243759903229
G7	G6	0.099845906615371
G9	G8	0.099268024990497
G1	G5	0.097538221137239
G1	G10	0.097036366612721
G8	G9	0.096147091126155
G10	G4	0.095373420647557
G9	G4	0.095345126782426
G3	G6	0.094600981009004
G2	G7	0.094462878490351
G10	G5	0.092902302340079
G8	G2	0.092824693909343
G9	G10	0.092475185853706
G1	G2	0.091702647670611
G4	G2	0.091166828522245
G2	G1	0.090260948280520
G7	G9	0.089179154022532
G4	G8	0.088681253361058
G7	G8	0.088541065480774
G5	G9	0.088114180199406
G4	G10	0.087794105672357
G6	G3	0.087265734729487
G3	G5	0.086105399378266
G5	G8	0.084593972148321
G6	G2	0.081220320494214
G5	G3	0.080281710291389
G6	G10	0.079957493911809
G3	G8	0.077904459548878
G6	G9	0.077898254573422
G7	G10	0.076721614950189
G10	G8	0.071621178440862
G4	G6	0.069289039859185
G4	G3	0.066585998288725
G1	G7	0.060105463934914
G9	G7	0.043224221689526
G8	G7	0.036547964489215
G4	G7	0.028600587970879
G6	G7	0.025844811867405
