G7	G10	0.868494
G7	G3	0.861258
G7	G5	0.789456
G7	G4	0.779887
G7	G2	0.636861
G2	G1	0.530858
G10	G9	0.525988
G7	G1	0.481910
G7	G8	0.463274
G7	G9	0.450413
G6	G7	0.117361
G9	G6	0.113190
G4	G6	0.106150
G1	G10	0.104697
G1	G2	0.099902
G8	G5	0.091050
G5	G2	0.086647
G3	G6	0.085668
G10	G1	0.085602
G6	G9	0.085552
G2	G8	0.084439
G2	G7	0.082426
G5	G10	0.073252
G1	G8	0.069683
G3	G9	0.068643
G4	G9	0.067152
G9	G2	0.065014
G5	G7	0.062282
G8	G9	0.062043
G8	G10	0.061783
G8	G2	0.061656
G3	G5	0.060715
G5	G9	0.060286
G1	G3	0.059883
G9	G3	0.059883
G9	G10	0.059381
G6	G5	0.058613
G5	G3	0.055196
G4	G10	0.054439
G10	G4	0.052006
G6	G2	0.050997
G3	G10	0.050389
G10	G5	0.049149
G8	G3	0.048777
G3	G8	0.046851
G10	G3	0.045703
G5	G1	0.044635
G1	G9	0.044355
G3	G7	0.041692
G5	G8	0.039882
G4	G3	0.038875
G5	G4	0.038124
G4	G8	0.036581
G2	G5	0.035790
G4	G5	0.031490
G2	G10	0.031158
G2	G4	0.031083
G6	G8	0.030723
G3	G1	0.030413
G4	G1	0.029831
G8	G1	0.029074
G2	G6	0.027221
G4	G7	0.026220
G1	G5	0.025602
G6	G3	0.025514
G10	G8	0.024602
G6	G10	0.023281
G8	G7	0.020056
G6	G1	0.018945
G1	G4	0.018556
G7	G6	0.018207
G2	G9	0.017688
G9	G8	0.015280
G2	G3	0.013361
G8	G6	0.012741
G6	G4	0.011239
G9	G1	0.010129
G10	G6	0.009948
G1	G6	0.009632
G10	G2	0.009265
G5	G6	0.008575
G1	G7	0.007326
G10	G7	0.007209
G4	G2	0.006935
G8	G4	0.006483
G3	G4	0.006404
G9	G5	0.005888
G3	G2	0.002330
G9	G7	0.000117
G9	G4	0.000079
