G7	G8	4.292694
G1	G4	4.060097
G1	G5	3.218074
G3	G1	3.037902
G3	G10	1.001136
G1	G9	0.969066
G5	G7	0.761872
G10	G7	0.699137
G1	G2	0.635581
G7	G1	0.302276
G6	G4	0.231401
G9	G6	0.203185
G3	G5	0.189570
G6	G9	0.131606
G4	G5	0.104699
G10	G3	0.084395
G2	G4	0.084106
G6	G7	0.076807
G9	G7	0.074019
G6	G1	0.067535
G2	G7	0.064994
G1	G3	0.061803
G2	G9	0.058756
G4	G9	0.057623
G9	G5	0.055217
G5	G3	0.055179
G4	G3	0.054038
G2	G3	0.052372
G6	G10	0.051487
G7	G9	0.050790
G3	G9	0.050233
G5	G9	0.048996
G8	G7	0.048970
G8	G3	0.047141
G3	G8	0.047110
G8	G2	0.047025
G8	G9	0.046666
G9	G4	0.041596
G4	G2	0.041288
G3	G6	0.040876
G10	G8	0.040546
G4	G7	0.040443
G9	G2	0.039972
G2	G5	0.038853
G3	G2	0.036480
G1	G8	0.036010
G10	G9	0.032260
G5	G1	0.031814
G3	G4	0.031446
G5	G4	0.031446
G8	G4	0.031446
G1	G10	0.031307
G10	G2	0.030672
G5	G2	0.030130
G5	G6	0.029920
G8	G5	0.029703
G3	G7	0.029407
G1	G6	0.029369
G7	G4	0.029044
G2	G10	0.028828
G6	G8	0.027079
G6	G3	0.026978
G7	G2	0.024934
G9	G10	0.024540
G7	G3	0.022216
G7	G10	0.022189
G4	G6	0.022043
G10	G6	0.020287
G4	G8	0.019982
G7	G5	0.019696
G2	G6	0.019461
G8	G10	0.019215
G6	G5	0.018015
G5	G10	0.017504
G2	G1	0.017417
G9	G1	0.015796
G4	G1	0.015354
G8	G1	0.013919
G10	G4	0.012553
G7	G6	0.012413
G10	G5	0.011689
G6	G2	0.011545
G1	G7	0.011036
G8	G6	0.007048
G9	G3	0.004762
G5	G8	0.002173
G4	G10	0.001711
G10	G1	0.001435
G2	G8	0.001375
G9	G8	0.000798
