G2	G8	10.689242
G3	G10	10.432514
G5	G10	9.422545
G8	G10	9.367728
G1	G6	8.326624
G10	G9	7.296245
G4	G5	7.294137
G5	G4	7.292483
G2	G4	7.288171
G5	G6	7.287850
G8	G1	6.279953
G10	G3	6.277714
G9	G5	6.277578
G9	G1	6.271850
G1	G8	6.265502
G6	G5	5.254105
G2	G7	4.231414
G1	G2	4.222105
G4	G2	4.220298
G2	G1	4.217243
G7	G3	3.526142
G4	G9	3.449996
G7	G8	3.211442
G5	G9	3.210003
G4	G10	3.208923
G5	G3	3.183588
G10	G7	2.830078
G9	G6	2.500705
G6	G8	2.434233
G9	G2	2.386558
G3	G9	2.374697
G2	G5	1.480038
G10	G2	1.476738
G2	G3	1.411677
G6	G4	1.360770
G1	G9	1.332242
G3	G4	1.316690
G5	G7	0.999900
G2	G10	0.337447
G10	G1	0.334080
G6	G1	0.328498
G5	G1	0.322005
G7	G4	0.318319
G10	G6	0.311374
G7	G5	0.308485
G3	G7	0.307098
G8	G5	0.302529
G5	G2	0.300107
G2	G9	0.298616
G3	G2	0.296250
G4	G1	0.292216
G7	G1	0.291282
G8	G3	0.288233
G1	G3	0.283775
G8	G6	0.282563
G7	G2	0.273338
G1	G4	0.272716
G9	G3	0.272366
G8	G4	0.270012
G2	G6	0.250958
G3	G1	0.250910
G7	G6	0.249568
G9	G8	0.247619
G1	G5	0.241785
G1	G10	0.240093
G8	G9	0.237094
G10	G4	0.234484
G9	G4	0.234389
G3	G6	0.231879
G10	G5	0.226151
G8	G2	0.225889
G9	G10	0.224710
G7	G9	0.213594
G4	G8	0.211915
G6	G3	0.207141
G3	G5	0.203228
G5	G8	0.198131
G6	G2	0.186753
G6	G10	0.182494
G3	G8	0.175570
G6	G9	0.175550
G7	G10	0.171581
G10	G8	0.154380
G4	G6	0.146515
G4	G3	0.137399
G1	G7	0.115544
G9	G7	0.058612
G8	G7	0.036096
G4	G7	0.009294
G6	G7	0.000000
