G3	G4	10.933843
G4	G3	10.904885
G5	G1	9.410249
G5	G9	9.370787
G6	G5	8.353083
G4	G1	8.300023
G6	G1	8.294590
G4	G5	7.290775
G7	G6	7.276342
G4	G8	7.274354
G1	G4	7.270954
G10	G8	6.260214
G7	G1	6.254915
G6	G7	6.249208
G5	G4	6.248011
G6	G2	5.245240
G6	G8	5.239631
G4	G6	5.236114
G3	G7	5.219562
G5	G10	4.216914
G7	G9	4.205985
G5	G2	4.202824
G3	G8	4.200679
G3	G5	3.143685
G3	G1	3.117227
G4	G10	2.999900
G7	G3	2.988091
G7	G4	2.622168
G10	G5	2.512188
G4	G2	2.465950
G9	G2	2.444667
G3	G9	2.399819
G9	G6	1.479514
G1	G9	1.447302
G6	G10	1.428793
G2	G1	1.403560
G8	G9	1.304252
G8	G5	0.393737
G9	G5	0.379939
G2	G7	0.378031
G4	G9	0.377277
G5	G8	0.371454
G1	G8	0.326624
G5	G6	0.326002
G1	G3	0.299042
G9	G1	0.298961
G9	G7	0.296918
G4	G7	0.293231
G2	G8	0.292821
G9	G8	0.290537
G1	G7	0.288239
G10	G2	0.287097
G1	G6	0.272677
G10	G7	0.266593
G8	G7	0.264481
G3	G2	0.258310
G5	G7	0.257125
G7	G8	0.257073
G10	G1	0.252656
G2	G10	0.245436
G3	G6	0.236385
G8	G2	0.235174
G8	G6	0.234993
G2	G6	0.230439
G8	G10	0.229076
G10	G6	0.220922
G3	G10	0.208175
G1	G2	0.197107
G10	G4	0.189901
G8	G1	0.181209
G7	G2	0.177019
G1	G5	0.167987
G2	G5	0.149775
G10	G9	0.148978
G2	G9	0.132411
G6	G9	0.126577
G7	G5	0.122219
G7	G10	0.120093
G8	G3	0.117389
G10	G3	0.092835
G6	G4	0.092502
G2	G4	0.085388
G9	G3	0.060281
G9	G4	0.054132
G9	G10	0.046174
G2	G3	0.028174
G6	G3	0.022691
G1	G10	0.018827
G8	G4	0.016490
G5	G3	0.000000
